time_ms,vm_mV
0.000,-88.69640
1.000,-36.49300
2.000,26.80842
3.000,29.43198
4.000,28.97594
5.000,28.51991
6.000,28.06388
7.000,27.60785
8.000,27.15182
9.000,26.69578
10.000,26.23975
11.000,25.78372
12.000,25.32769
13.000,24.87166
14.000,24.41562
15.000,23.95959
16.000,23.50356
17.000,23.04753
18.000,22.59150
19.000,22.13546
20.000,21.67943
21.000,21.22340
22.000,20.76737
23.000,20.31134
24.000,19.85530
25.000,19.39927
26.000,18.94324
27.000,18.48721
28.000,18.03118
29.000,17.57514
30.000,17.11911
31.000,16.66308
32.000,16.20705
33.000,15.75102
34.000,15.29498
35.000,14.83895
36.000,14.38292
37.000,13.92689
38.000,13.47086
39.000,13.01482
40.000,12.55879
41.000,12.10276
42.000,11.64673
43.000,11.19069
44.000,10.73466
45.000,10.27863
46.000,9.82260
47.000,9.36657
48.000,8.91053
49.000,8.45450
50.000,7.99847
51.000,7.54244
52.000,7.08641
53.000,6.63037
54.000,6.17434
55.000,5.71831
56.000,5.26228
57.000,4.80625
58.000,4.35021
59.000,3.89418
60.000,3.43815
61.000,2.98212
62.000,2.52609
63.000,2.07005
64.000,1.61402
65.000,1.15799
66.000,0.70196
67.000,0.24593
68.000,-0.21011
69.000,-0.66614
70.000,-1.12217
71.000,-1.57820
72.000,-2.03423
73.000,-2.49027
74.000,-2.94630
75.000,-3.40233
76.000,-3.85836
77.000,-4.31439
78.000,-4.77043
79.000,-5.22646
80.000,-5.68249
81.000,-6.13852
82.000,-6.59455
83.000,-7.05059
84.000,-7.50662
85.000,-7.96265
86.000,-8.41868
87.000,-8.87471
88.000,-9.33075
89.000,-9.78678
90.000,-10.24281
91.000,-10.69884
92.000,-11.15487
93.000,-11.61091
94.000,-12.06694
95.000,-12.52297
96.000,-12.97900
97.000,-13.43503
98.000,-13.89107
99.000,-14.34710
100.000,-14.80313
101.000,-15.25916
102.000,-15.71519
103.000,-16.17123
104.000,-16.62726
105.000,-17.08329
106.000,-17.53932
107.000,-17.99535
108.000,-18.45139
109.000,-18.90742
110.000,-19.36345
111.000,-19.81948
112.000,-20.27551
113.000,-20.73155
114.000,-21.18758
