time_ms,vm_mV
0.000,-91.99319
1.000,-91.99319
2.000,-91.99319
3.000,-91.99319
4.000,-91.99319
5.000,-91.99319
6.000,-91.99319
7.000,-91.99319
8.000,-90.21392
9.000,-37.77881
10.000,25.80358
11.000,28.43878
12.000,27.91946
13.000,27.40013
14.000,26.88080
15.000,26.36148
16.000,25.84215
17.000,25.32282
18.000,24.80349
19.000,24.28417
20.000,23.76484
21.000,23.24551
22.000,22.72619
23.000,22.20686
24.000,21.68753
25.000,21.16820
26.000,20.64888
27.000,20.12955
28.000,19.61022
29.000,19.09090
30.000,18.57157
31.000,18.05224
32.000,17.53291
33.000,17.01359
34.000,16.49426
35.000,15.97493
36.000,15.45561
37.000,14.93628
38.000,14.41695
39.000,13.89762
40.000,13.37830
41.000,12.85897
42.000,12.33964
43.000,11.82032
44.000,11.30099
45.000,10.78166
46.000,10.26233
47.000,9.74301
48.000,9.22368
49.000,8.70435
50.000,8.18503
51.000,7.66570
52.000,7.14637
53.000,6.62704
54.000,6.10772
55.000,5.58839
56.000,5.06906
57.000,4.54974
58.000,4.03041
59.000,3.51108
60.000,2.99175
61.000,2.47243
62.000,1.95310
63.000,1.43377
64.000,0.91445
65.000,0.39512
66.000,-0.12421
67.000,-0.64354
68.000,-1.16286
69.000,-1.68219
70.000,-2.20152
71.000,-2.72084
72.000,-3.24017
73.000,-3.75950
74.000,-4.27883
75.000,-4.79815
76.000,-5.31748
77.000,-5.83681
78.000,-6.35613
79.000,-6.87546
80.000,-7.39479
81.000,-7.91412
82.000,-8.43344
83.000,-8.95277
84.000,-9.47210
85.000,-9.99142
86.000,-10.51075
87.000,-11.03008
88.000,-11.54941
89.000,-12.06873
90.000,-12.58806
91.000,-13.10739
92.000,-13.62671
93.000,-14.14604
94.000,-14.66537
95.000,-15.18470
96.000,-15.70402
97.000,-16.22335
98.000,-16.74268
99.000,-17.26200
100.000,-17.78133
101.000,-18.30066
102.000,-18.81999
103.000,-19.33931
104.000,-19.85864
105.000,-20.37797
106.000,-20.89729
107.000,-21.41662
108.000,-21.93595
109.000,-22.45528
110.000,-22.97460
111.000,-23.49393
112.000,-24.01326
113.000,-24.53258
114.000,-25.05191
115.000,-25.57124
116.000,-26.09057
117.000,-26.60989
118.000,-27.12922
119.000,-27.64855
120.000,-28.16787
121.000,-28.68720
122.000,-29.20653
123.000,-29.72586
124.000,-30.24518
125.000,-30.76451
126.000,-31.28384
127.000,-31.91713
128.000,-34.64887
129.000,-37.25638
130.000,-39.74533
131.000,-42.12111
132.000,-44.38885
133.000,-46.55348
134.000,-48.61968
135.000,-50.59193
136.000,-52.47450
137.000,-54.27146
138.000,-55.98671
139.000,-57.62397
140.000,-59.18678
141.000,-60.67853
142.000,-62.10245
143.000,-63.46162
144.000,-64.75898
145.000,-65.99736
146.000,-67.17942
147.000,-68.30773
148.000,-69.38474
149.000,-70.41277
150.000,-71.39406
151.000,-72.33073
152.000,-73.22480
153.000,-74.07823
154.000,-74.89284
155.000,-75.67042
156.000,-76.41263
157.000,-77.12110
158.000,-77.79735
159.000,-78.44285
160.000,-79.05900
161.000,-79.64714
162.000,-80.20853
163.000,-80.74439
164.000,-81.25589
165.000,-81.74413
166.000,-82.21016
167.000,-82.65501
168.000,-83.07963
169.000,-83.48494
170.000,-83.87182
171.000,-84.24111
172.000,-84.59360
173.000,-84.93007
174.000,-85.25124
175.000,-85.55781
176.000,-85.85043
177.000,-86.12975
178.000,-86.39637
179.000,-86.65086
180.000,-86.89378
181.000,-87.12566
182.000,-87.34699
183.000,-87.55826
184.000,-87.75992
185.000,-87.95241
186.000,-88.13615
187.000,-88.31154
188.000,-88.47895
189.000,-88.63874
190.000,-88.79127
191.000,-88.93687
192.000,-89.07584
193.000,-89.20850
194.000,-89.33512
195.000,-89.45599
196.000,-89.57136
197.000,-89.68148
198.000,-89.78660
199.000,-89.88693
200.000,-89.98271
201.000,-90.07413
202.000,-90.16139
203.000,-90.24468
204.000,-90.32419
205.000,-90.40008
206.000,-90.47252
207.000,-90.54167
208.000,-90.60767
209.000,-90.67067
210.000,-90.73081
211.000,-90.78821
212.000,-90.84300
213.000,-91.99319
214.000,-91.99319
215.000,-91.99319
216.000,-91.99319
217.000,-91.99319
218.000,-91.99319
219.000,-91.99319
220.000,-91.99319
221.000,-91.99319
222.000,-91.99319
223.000,-91.99319
224.000,-91.99319
225.000,-91.99319
226.000,-91.99319
227.000,-91.99319
228.000,-91.99319
229.000,-91.99319
230.000,-91.99319
231.000,-91.99319
232.000,-91.99319
233.000,-91.99319
234.000,-91.99319
235.000,-91.99319
236.000,-91.99319
237.000,-91.99319
238.000,-91.99319
239.000,-91.99319
240.000,-91.99319
241.000,-91.99319
242.000,-91.99319
243.000,-91.99319
244.000,-91.99319
245.000,-91.99319
246.000,-91.99319
247.000,-91.99319
248.000,-91.99319
249.000,-91.99319
250.000,-91.99319
251.000,-91.99319
252.000,-91.99319
253.000,-91.99319
254.000,-91.99319
255.000,-91.99319
256.000,-91.99319
257.000,-91.99319
258.000,-90.21392
259.000,-37.77881
260.000,25.80358
261.000,28.43878
262.000,27.91284
263.000,27.38689
264.000,26.86094
265.000,26.33499
266.000,25.80904
267.000,25.28309
268.000,24.75714
269.000,24.23119
270.000,23.70524
271.000,23.17930
272.000,22.65335
273.000,22.12740
274.000,21.60145
275.000,21.07550
276.000,20.54955
277.000,20.02360
278.000,19.49765
279.000,18.97170
280.000,18.44576
281.000,17.91981
282.000,17.39386
283.000,16.86791
284.000,16.34196
285.000,15.81601
286.000,15.29006
287.000,14.76411
288.000,14.23817
289.000,13.71222
290.000,13.18627
291.000,12.66032
292.000,12.13437
293.000,11.60842
294.000,11.08247
295.000,10.55652
296.000,10.03057
297.000,9.50463
298.000,8.97868
299.000,8.45273
300.000,7.92678
301.000,7.40083
302.000,6.87488
303.000,6.34893
304.000,5.82298
305.000,5.29703
306.000,4.77109
307.000,4.24514
308.000,3.71919
309.000,3.19324
310.000,2.66729
311.000,2.14134
312.000,1.61539
313.000,1.08944
314.000,0.56349
315.000,0.03755
316.000,-0.48840
317.000,-1.01435
318.000,-1.54030
319.000,-2.06625
320.000,-2.59220
321.000,-3.11815
322.000,-3.64410
323.000,-4.17005
324.000,-4.69599
325.000,-5.22194
326.000,-5.74789
327.000,-6.27384
328.000,-6.79979
329.000,-7.32574
330.000,-7.85169
331.000,-8.37764
332.000,-8.90359
333.000,-9.42953
