time_ms,vm_mV
0.000,-94.49322
1.000,-94.49322
2.000,-94.49322
3.000,-94.49322
4.000,-94.49322
5.000,-94.49322
6.000,-94.49322
7.000,-94.49322
8.000,-92.72859
9.000,-40.72498
10.000,22.33418
11.000,24.94769
12.000,24.41819
13.000,23.88869
14.000,23.35919
15.000,22.82969
16.000,22.30019
17.000,21.77068
18.000,21.24118
19.000,20.71168
20.000,20.18218
21.000,19.65268
22.000,19.12317
23.000,18.59367
24.000,18.06417
25.000,17.53467
26.000,17.00517
27.000,16.47567
28.000,15.94616
29.000,15.41666
30.000,14.88716
31.000,14.35766
32.000,13.82816
33.000,13.29865
34.000,12.76915
35.000,12.23965
36.000,11.71015
37.000,11.18065
38.000,10.65114
39.000,10.12164
40.000,9.59214
41.000,9.06264
42.000,8.53314
43.000,8.00364
44.000,7.47413
45.000,6.94463
46.000,6.41513
47.000,5.88563
48.000,5.35613
49.000,4.82662
50.000,4.29712
51.000,3.76762
52.000,3.23812
53.000,2.70862
54.000,2.17912
55.000,1.64961
56.000,1.12011
57.000,0.59061
58.000,0.06111
59.000,-0.46839
60.000,-0.99790
61.000,-1.52740
62.000,-2.05690
63.000,-2.58640
64.000,-3.11590
65.000,-3.64541
66.000,-4.17491
67.000,-4.70441
68.000,-5.23391
69.000,-5.76341
70.000,-6.29291
71.000,-6.82242
72.000,-7.35192
73.000,-7.88142
74.000,-8.41092
75.000,-8.94042
76.000,-9.46993
77.000,-9.99943
78.000,-10.52893
79.000,-11.05843
80.000,-11.58793
81.000,-12.11743
82.000,-12.64694
83.000,-13.17644
84.000,-13.70594
85.000,-14.23544
86.000,-14.76494
87.000,-15.29445
88.000,-15.82395
89.000,-16.35345
90.000,-16.88295
91.000,-17.41245
92.000,-17.94196
93.000,-18.47146
94.000,-19.00096
95.000,-19.53046
96.000,-20.05996
97.000,-20.58946
98.000,-21.11897
99.000,-21.64847
100.000,-22.17797
101.000,-22.70747
102.000,-23.23697
103.000,-23.76648
104.000,-24.29598
105.000,-24.82548
106.000,-25.35498
107.000,-25.88448
108.000,-26.41398
109.000,-26.94349
110.000,-27.47299
111.000,-28.00249
112.000,-28.53199
113.000,-29.06149
114.000,-29.59100
115.000,-30.12050
116.000,-30.65000
117.000,-31.17950
118.000,-31.70900
119.000,-32.23851
120.000,-32.76801
121.000,-33.29751
122.000,-33.82701
123.000,-34.35651
124.000,-35.38605
125.000,-38.17093
126.000,-40.82460
127.000,-43.35324
128.000,-45.76274
129.000,-48.05872
130.000,-50.24651
131.000,-52.33123
132.000,-54.31773
133.000,-56.21063
134.000,-58.01434
135.000,-59.73307
136.000,-61.37082
137.000,-62.93141
138.000,-64.41847
139.000,-65.83546
140.000,-67.18570
141.000,-68.47231
142.000,-69.69831
143.000,-70.86654
144.000,-71.97973
145.000,-73.04047
146.000,-74.05123
147.000,-75.01437
148.000,-75.93213
149.000,-76.80665
150.000,-77.63997
151.000,-78.43402
152.000,-79.19066
153.000,-79.91166
154.000,-80.59868
155.000,-81.25333
156.000,-81.87714
157.000,-82.47155
158.000,-83.03796
159.000,-83.57769
160.000,-84.09198
161.000,-84.58204
162.000,-85.04902
163.000,-85.49399
164.000,-85.91799
165.000,-86.32202
166.000,-86.70701
167.000,-87.07387
168.000,-87.42343
169.000,-87.75653
170.000,-88.07394
171.000,-88.37639
172.000,-88.66459
173.000,-88.93921
174.000,-89.20089
175.000,-89.45024
176.000,-89.68784
177.000,-89.91425
178.000,-90.12999
179.000,-90.33557
180.000,-90.53146
181.000,-90.71812
182.000,-90.89599
183.000,-91.06548
184.000,-91.22698
185.000,-91.38087
186.000,-91.52751
187.000,-91.66724
188.000,-91.80039
189.000,-91.92726
190.000,-92.04816
191.000,-92.16336
192.000,-92.27313
193.000,-92.37774
194.000,-92.47741
195.000,-92.57238
196.000,-92.66289
197.000,-92.74912
198.000,-92.83130
199.000,-92.90960
200.000,-92.98421
201.000,-93.05531
202.000,-93.12306
203.000,-93.18762
204.000,-93.24913
205.000,-93.30775
206.000,-93.36360
207.000,-94.49322
208.000,-94.49322
209.000,-94.49322
210.000,-94.49322
211.000,-94.49322
212.000,-94.49322
213.000,-94.49322
214.000,-94.49322
215.000,-94.49322
216.000,-94.49322
217.000,-94.49322
218.000,-94.49322
219.000,-94.49322
220.000,-94.49322
221.000,-94.49322
222.000,-94.49322
223.000,-94.49322
224.000,-94.49322
225.000,-94.49322
226.000,-94.49322
227.000,-94.49322
228.000,-94.49322
229.000,-94.49322
230.000,-94.49322
231.000,-94.49322
232.000,-94.49322
233.000,-94.49322
234.000,-94.49322
235.000,-94.49322
236.000,-94.49322
237.000,-94.49322
238.000,-94.49322
239.000,-94.49322
240.000,-94.49322
241.000,-94.49322
242.000,-94.49322
243.000,-94.49322
244.000,-94.49322
245.000,-94.49322
246.000,-94.49322
247.000,-94.49322
248.000,-94.49322
249.000,-94.49322
250.000,-94.49322
251.000,-94.49322
252.000,-94.49322
253.000,-94.49322
254.000,-94.49322
255.000,-94.49322
256.000,-94.49322
257.000,-94.49322
258.000,-94.49322
259.000,-94.49322
260.000,-94.49322
261.000,-94.49322
262.000,-94.49322
263.000,-94.49322
264.000,-94.49322
265.000,-94.49322
266.000,-94.49322
267.000,-94.49322
268.000,-94.49322
269.000,-94.49322
270.000,-94.49322
271.000,-94.49322
272.000,-94.49322
273.000,-94.49322
274.000,-94.49322
275.000,-94.49322
276.000,-94.49322
277.000,-94.49322
278.000,-94.49322
279.000,-94.49322
280.000,-94.49322
281.000,-94.49322
282.000,-94.49322
283.000,-94.49322
284.000,-94.49322
285.000,-94.49322
286.000,-94.49322
287.000,-94.49322
288.000,-94.49322
289.000,-94.49322
290.000,-94.49322
291.000,-94.49322
292.000,-94.49322
293.000,-94.49322
294.000,-94.49322
295.000,-94.49322
296.000,-94.49322
297.000,-94.49322
298.000,-94.49322
299.000,-94.49322
300.000,-94.49322
301.000,-94.49322
302.000,-94.49322
303.000,-94.49322
304.000,-94.49322
305.000,-94.49322
306.000,-94.49322
307.000,-94.49322
308.000,-94.49322
309.000,-94.49322
310.000,-94.49322
311.000,-94.49322
312.000,-94.49322
313.000,-94.49322
314.000,-94.49322
315.000,-94.49322
316.000,-94.49322
317.000,-94.49322
318.000,-94.49322
319.000,-94.49322
320.000,-94.49322
321.000,-94.49322
322.000,-94.49322
323.000,-94.49322
324.000,-94.49322
325.000,-94.49322
326.000,-94.49322
327.000,-94.49322
328.000,-94.49322
329.000,-94.49322
330.000,-94.49322
331.000,-94.49322
332.000,-94.49322
333.000,-94.49322
334.000,-94.49322
335.000,-94.49322
336.000,-94.49322
337.000,-94.49322
338.000,-94.49322
339.000,-94.49322
340.000,-94.49322
341.000,-94.49322
342.000,-94.49322
343.000,-94.49322
344.000,-94.49322
345.000,-94.49322
346.000,-94.49322
347.000,-94.49322
348.000,-94.49322
349.000,-94.49322
350.000,-94.49322
351.000,-94.49322
352.000,-94.49322
353.000,-94.49322
354.000,-94.49322
355.000,-94.49322
356.000,-94.49322
357.000,-94.49322
358.000,-94.49322
359.000,-94.49322
360.000,-94.49322
361.000,-94.49322
362.000,-94.49322
363.000,-94.49322
364.000,-94.49322
365.000,-94.49322
366.000,-94.49322
367.000,-94.49322
