time_ms,vm_mV
0.000,-93.09372
1.000,-93.09372
2.000,-93.09372
3.000,-93.09372
4.000,-93.09372
5.000,-93.09372
6.000,-93.09372
7.000,-93.09372
8.000,-93.09372
9.000,26.83746
10.000,46.83746
11.000,46.83746
12.000,46.83746
13.000,46.83746
14.000,46.83746
15.000,46.83746
16.000,46.83746
17.000,46.83746
18.000,46.83746
19.000,46.83746
20.000,46.83746
21.000,46.83746
22.000,46.83746
23.000,46.83746
24.000,46.83746
25.000,46.83746
26.000,46.83746
27.000,46.83746
28.000,46.83746
29.000,46.83746
30.000,46.83746
31.000,46.83746
32.000,46.83746
33.000,46.83746
34.000,46.83746
35.000,46.83746
36.000,46.83746
37.000,46.83746
38.000,46.83746
39.000,46.83746
40.000,46.83746
41.000,46.83746
42.000,46.83746
43.000,46.83746
44.000,46.83746
45.000,46.83746
46.000,46.83746
47.000,46.83746
48.000,46.83746
49.000,46.83746
50.000,46.83746
51.000,46.83746
52.000,46.83746
53.000,46.83746
54.000,46.83746
55.000,46.83746
56.000,46.83746
57.000,46.83746
58.000,46.83746
59.000,46.83746
60.000,46.83746
61.000,46.83746
62.000,46.83746
63.000,46.83746
64.000,46.83746
65.000,46.83746
66.000,46.83746
67.000,46.83746
68.000,46.83746
69.000,46.83746
70.000,46.83746
71.000,46.83746
72.000,46.83746
73.000,46.83746
74.000,46.83746
75.000,46.83746
76.000,46.83746
77.000,46.83746
78.000,46.83746
79.000,46.83746
80.000,46.83746
81.000,46.83746
82.000,46.83746
83.000,46.83746
84.000,46.83746
85.000,46.83746
86.000,46.83746
87.000,46.83746
88.000,46.83746
89.000,46.83746
90.000,46.83746
91.000,46.83746
92.000,46.83746
93.000,46.83746
94.000,46.83746
95.000,46.83746
96.000,46.83746
97.000,46.83746
98.000,46.83746
99.000,46.83746
100.000,46.83746
101.000,46.83746
102.000,46.83746
103.000,46.83746
104.000,46.83746
105.000,46.83746
106.000,46.83746
107.000,46.83746
108.000,46.83746
109.000,46.83746
110.000,46.83746
111.000,46.83746
112.000,46.83746
113.000,46.83746
114.000,46.83746
115.000,46.83746
116.000,46.83746
117.000,46.83746
118.000,46.83746
119.000,46.83746
120.000,46.83746
121.000,46.83746
122.000,46.83746
123.000,46.83746
124.000,46.83746
125.000,46.83746
126.000,46.83746
127.000,46.83746
128.000,46.83746
129.000,46.83746
130.000,46.83746
131.000,46.83746
132.000,46.83746
133.000,46.83746
134.000,46.83746
135.000,46.83746
136.000,46.83746
137.000,46.83746
138.000,46.56816
139.000,45.24733
140.000,43.93899
141.000,42.64303
142.000,41.35932
143.000,40.08776
144.000,38.82821
145.000,37.58059
146.000,36.34476
147.000,35.12061
148.000,33.90805
149.000,32.70695
150.000,31.51721
151.000,30.33873
152.000,29.17139
153.000,28.01509
154.000,26.86972
155.000,25.73519
156.000,24.61138
157.000,23.49821
158.000,22.39556
159.000,21.30334
160.000,20.22145
161.000,19.14979
162.000,18.08827
163.000,17.03678
164.000,15.99524
165.000,14.96355
166.000,13.94162
167.000,12.92935
168.000,11.92666
169.000,10.93344
170.000,9.94962
171.000,8.97511
172.000,8.00981
173.000,7.05364
174.000,6.10652
175.000,5.16835
176.000,4.23905
177.000,3.31854
178.000,2.40674
179.000,1.50356
180.000,0.60892
181.000,-0.27725
182.000,-1.15505
183.000,-2.02454
184.000,-2.88581
185.000,-3.73894
186.000,-4.58400
187.000,-5.42106
188.000,-6.25021
189.000,-7.07152
190.000,-7.88506
191.000,-8.69090
192.000,-9.48913
193.000,-10.27981
194.000,-11.06300
195.000,-11.83879
196.000,-12.60725
197.000,-13.36844
198.000,-14.12242
199.000,-14.86928
200.000,-15.60908
201.000,-16.34187
202.000,-17.06774
203.000,-17.78674
204.000,-18.49895
205.000,-19.20441
206.000,-19.90321
207.000,-20.59539
208.000,-21.28104
209.000,-21.96019
210.000,-22.63292
211.000,-23.29930
212.000,-23.95936
213.000,-24.61319
214.000,-25.26083
215.000,-25.90235
216.000,-26.53780
217.000,-27.16724
218.000,-27.79073
219.000,-28.40832
220.000,-29.02007
221.000,-29.62604
222.000,-30.22627
223.000,-30.82083
224.000,-31.40977
225.000,-31.99313
226.000,-32.57098
227.000,-33.14336
228.000,-33.71033
229.000,-34.27194
230.000,-34.82824
231.000,-35.37927
232.000,-35.92510
233.000,-36.46576
234.000,-37.00131
235.000,-37.53179
236.000,-38.05726
237.000,-38.57776
238.000,-39.09333
239.000,-39.60403
240.000,-40.10990
241.000,-40.61099
242.000,-41.10734
243.000,-41.59899
244.000,-42.08599
245.000,-42.56839
246.000,-43.04622
247.000,-43.51954
248.000,-43.98838
249.000,-44.45278
250.000,-44.91279
251.000,-45.36846
252.000,-45.81981
253.000,-46.26690
254.000,-46.70975
255.000,-47.14842
256.000,-47.58294
257.000,-48.01335
258.000,-48.43969
259.000,46.83746
260.000,46.83746
261.000,46.83746
262.000,46.83746
263.000,46.83746
264.000,46.83746
265.000,46.83746
266.000,46.83746
267.000,46.83746
268.000,46.83746
269.000,46.83746
270.000,46.83746
271.000,46.83746
272.000,46.83746
273.000,46.83746
274.000,46.83746
275.000,46.83746
276.000,46.83746
277.000,46.83746
278.000,46.83746
279.000,46.83746
280.000,46.83746
281.000,46.83746
282.000,46.83746
283.000,46.83746
284.000,46.83746
285.000,46.83746
286.000,46.83746
287.000,46.83746
288.000,46.83746
289.000,46.83746
290.000,46.83746
291.000,46.83746
292.000,46.83746
293.000,46.83746
294.000,46.83746
295.000,46.83746
296.000,46.83746
297.000,46.83746
298.000,46.83746
299.000,46.83746
300.000,46.83746
301.000,46.83746
302.000,46.83746
303.000,46.83746
304.000,46.83746
305.000,46.83746
306.000,46.83746
307.000,46.83746
308.000,46.83746
309.000,46.83746
310.000,46.83746
311.000,46.83746
312.000,46.83746
313.000,46.83746
314.000,46.83746
315.000,46.83746
316.000,46.83746
317.000,46.83746
318.000,46.83746
319.000,46.83746
320.000,46.83746
321.000,46.83746
322.000,46.83746
323.000,46.83746
324.000,46.83746
325.000,46.83746
326.000,46.83746
327.000,46.83746
328.000,46.83746
329.000,46.83746
330.000,46.83746
331.000,46.83746
332.000,46.83746
333.000,46.83746
334.000,46.83746
335.000,46.83746
336.000,46.83746
337.000,46.83746
338.000,46.83746
339.000,46.83746
340.000,46.83746
341.000,46.83746
342.000,46.83746
343.000,46.83746
344.000,46.83746
345.000,46.83746
346.000,46.83746
347.000,46.83746
348.000,46.83746
349.000,46.83746
350.000,46.83746
351.000,46.83746
352.000,46.83746
353.000,46.83746
354.000,46.83746
355.000,46.83746
356.000,46.83746
357.000,46.83746
358.000,46.83746
359.000,46.83746
360.000,46.83746
361.000,46.83746
362.000,46.83746
363.000,46.83746
364.000,46.83746
365.000,46.83746
366.000,46.83746
367.000,46.83746
368.000,46.83746
369.000,46.83746
370.000,46.83746
371.000,46.83746
372.000,46.83746
373.000,46.83746
374.000,46.83746
375.000,46.83746
376.000,46.83746
377.000,46.83746
378.000,46.83746
379.000,46.83746
380.000,46.83746
381.000,46.83746
382.000,46.83746
383.000,46.83746
384.000,46.83746
385.000,46.83746
386.000,46.83746
387.000,46.83746
388.000,46.83746
389.000,46.83746
390.000,46.83746
391.000,46.83746
392.000,46.83746
393.000,46.83746
394.000,46.83746
395.000,46.83746
396.000,46.83746
397.000,46.83746
398.000,45.52857
399.000,44.21758
400.000,42.91898
401.000,41.63266
402.000,40.35851
403.000,39.09641
404.000,37.84624
405.000,36.60790
406.000,35.38127
407.000,34.16624
408.000,32.96270
409.000,31.77055
410.000,30.58966
411.000,29.41995
412.000,28.26130
413.000,27.11360
414.000,25.97676
415.000,24.85068
416.000,23.73524
417.000,22.63035
418.000,21.53591
419.000,20.45182
420.000,19.37798
