time_ms,vm_mV
0.000,-94.56074
1.000,-94.56074
2.000,-94.56074
3.000,-94.56074
4.000,-94.56074
5.000,-94.56074
6.000,-94.56074
7.000,-94.56074
8.000,-94.56074
9.000,24.61022
10.000,44.61022
11.000,44.61022
12.000,44.61022
13.000,44.61022
14.000,44.61022
15.000,44.61022
16.000,44.61022
17.000,44.61022
18.000,44.61022
19.000,44.61022
20.000,44.61022
21.000,44.61022
22.000,44.61022
23.000,44.61022
24.000,44.61022
25.000,44.61022
26.000,44.61022
27.000,44.61022
28.000,44.61022
29.000,44.61022
30.000,44.61022
31.000,44.61022
32.000,44.61022
33.000,44.61022
34.000,44.61022
35.000,44.61022
36.000,44.61022
37.000,44.61022
38.000,44.61022
39.000,44.61022
40.000,44.61022
41.000,44.61022
42.000,44.61022
43.000,44.61022
44.000,44.61022
45.000,44.61022
46.000,44.61022
47.000,44.61022
48.000,44.61022
49.000,44.61022
50.000,44.61022
51.000,44.61022
52.000,44.61022
53.000,44.61022
54.000,44.61022
55.000,44.61022
56.000,44.61022
57.000,44.61022
58.000,44.61022
59.000,44.61022
60.000,44.61022
61.000,44.61022
62.000,44.61022
63.000,44.61022
64.000,44.61022
65.000,44.61022
66.000,44.61022
67.000,44.61022
68.000,44.61022
69.000,44.61022
70.000,44.61022
71.000,44.61022
72.000,44.61022
73.000,44.61022
74.000,44.61022
75.000,44.61022
76.000,44.61022
77.000,44.61022
78.000,44.61022
79.000,44.61022
80.000,44.61022
81.000,44.61022
82.000,44.61022
83.000,44.61022
84.000,44.61022
85.000,44.61022
86.000,44.61022
87.000,44.61022
88.000,44.61022
89.000,44.61022
90.000,44.61022
91.000,44.61022
92.000,44.61022
93.000,44.61022
94.000,44.61022
95.000,44.61022
96.000,44.61022
97.000,44.61022
98.000,44.61022
99.000,44.61022
100.000,44.61022
101.000,44.61022
102.000,44.61022
103.000,44.61022
104.000,44.61022
105.000,44.61022
106.000,44.61022
107.000,44.61022
108.000,44.61022
109.000,44.61022
110.000,44.61022
111.000,44.61022
112.000,44.61022
113.000,44.61022
114.000,44.61022
115.000,44.61022
116.000,44.61022
117.000,44.61022
118.000,44.61022
119.000,44.61022
120.000,44.61022
121.000,44.61022
122.000,44.61022
123.000,44.61022
124.000,44.61022
125.000,44.61022
126.000,44.61022
127.000,44.61022
128.000,44.61022
129.000,44.61022
130.000,44.61022
131.000,44.61022
132.000,43.49055
133.000,42.11624
134.000,40.75562
135.000,39.40854
136.000,38.07487
137.000,36.75448
138.000,35.44723
139.000,34.15299
140.000,32.87164
141.000,31.60305
142.000,30.34708
143.000,29.10362
144.000,27.87254
145.000,26.65371
146.000,25.44702
147.000,24.25233
148.000,23.06955
149.000,21.89853
150.000,20.73917
151.000,19.59136
152.000,18.45497
153.000,17.32990
154.000,16.21602
155.000,15.11323
156.000,14.02142
157.000,12.94048
158.000,11.87031
159.000,10.81078
160.000,9.76180
161.000,8.72327
162.000,7.69507
163.000,6.67711
164.000,5.66928
165.000,4.67149
166.000,3.68363
167.000,2.70560
168.000,1.73731
169.000,0.77866
170.000,-0.17045
171.000,-1.11010
172.000,-2.04041
173.000,-2.96145
174.000,-3.87333
175.000,-4.77612
176.000,-5.66993
177.000,-6.55484
178.000,-7.43095
179.000,-8.29833
180.000,-9.15707
181.000,-10.00727
182.000,-10.84900
183.000,-11.68236
184.000,-12.50741
185.000,-13.32426
186.000,-14.13297
187.000,-14.93363
188.000,-15.72632
189.000,-16.51112
190.000,-17.28811
191.000,-18.05736
192.000,-18.81896
193.000,-19.57297
194.000,-20.31947
195.000,-21.05855
196.000,-21.79027
197.000,-22.51470
198.000,-23.23192
199.000,-23.94200
200.000,-24.64501
201.000,-25.34103
202.000,-26.03011
203.000,-26.71234
204.000,-27.38777
205.000,-28.05648
206.000,-28.71853
207.000,-29.37399
208.000,-30.02293
209.000,-30.66541
210.000,-31.30149
211.000,-31.93124
212.000,-32.55471
213.000,-33.17199
214.000,-33.78311
215.000,-34.38816
216.000,-34.98718
217.000,-35.58024
218.000,-36.16739
219.000,-36.74870
220.000,-37.32422
221.000,-37.89401
222.000,-38.45813
223.000,-39.01663
224.000,-39.56958
225.000,-40.11702
226.000,-40.65901
227.000,-41.19560
228.000,-41.72685
229.000,-42.25281
230.000,-42.77354
231.000,-43.28909
232.000,-43.79950
233.000,-44.30483
234.000,-44.80513
235.000,-45.30045
236.000,-45.79083
237.000,-46.27634
238.000,-46.75701
239.000,-47.23290
240.000,-47.70405
241.000,-48.17051
242.000,-48.63233
243.000,-49.08955
244.000,-49.54221
245.000,-49.99038
246.000,-50.43408
247.000,-50.87336
248.000,-51.30827
249.000,-51.73885
250.000,-52.16514
251.000,-52.58719
252.000,-53.00504
253.000,-53.41873
254.000,-53.82830
255.000,-54.23379
256.000,-54.63525
257.000,-55.03271
258.000,-55.42621
259.000,-55.81580
260.000,-56.20150
261.000,-56.58337
262.000,-56.96144
263.000,-57.33574
264.000,-57.70632
265.000,-58.07320
266.000,-58.43644
267.000,-58.79606
268.000,-59.15210
269.000,-59.50459
270.000,-59.85358
271.000,-60.19909
272.000,-60.54116
273.000,-60.87982
274.000,-61.21512
275.000,-61.54708
276.000,-61.87573
277.000,-62.20111
278.000,-62.52325
279.000,-62.84218
280.000,-63.15794
281.000,-63.47056
282.000,-63.78006
283.000,-64.08649
284.000,-64.38986
285.000,-64.69021
286.000,-64.98757
287.000,-65.28198
288.000,-65.57345
289.000,-65.86202
290.000,-66.14771
291.000,-66.43057
292.000,-66.71060
293.000,-66.98785
294.000,-67.26234
295.000,-67.53410
