time_ms,vm_mV
0.000,-94.11298
1.000,-94.11298
2.000,-94.11298
3.000,-94.11298
4.000,-94.11298
5.000,-94.11298
6.000,-94.11298
7.000,-94.11298
8.000,-94.11298
9.000,25.32790
10.000,45.32790
11.000,45.32790
12.000,45.32790
13.000,45.32790
14.000,45.32790
15.000,45.32790
16.000,45.32790
17.000,45.32790
18.000,45.32790
19.000,45.32790
20.000,45.32790
21.000,45.32790
22.000,45.32790
23.000,45.32790
24.000,45.32790
25.000,45.32790
26.000,45.32790
27.000,45.32790
28.000,45.32790
29.000,45.32790
30.000,45.32790
31.000,45.32790
32.000,45.32790
33.000,45.32790
34.000,45.32790
35.000,45.32790
36.000,45.32790
37.000,45.32790
38.000,45.32790
39.000,45.32790
40.000,45.32790
41.000,45.32790
42.000,45.32790
43.000,45.32790
44.000,45.32790
45.000,45.32790
46.000,45.32790
47.000,45.32790
48.000,45.32790
49.000,45.32790
50.000,45.32790
51.000,45.32790
52.000,45.32790
53.000,45.32790
54.000,45.32790
55.000,45.32790
56.000,45.32790
57.000,45.32790
58.000,45.32790
59.000,45.32790
60.000,45.32790
61.000,45.32790
62.000,45.32790
63.000,45.32790
64.000,45.32790
65.000,45.32790
66.000,45.32790
67.000,45.32790
68.000,45.32790
69.000,45.32790
70.000,45.32790
71.000,45.32790
72.000,45.32790
73.000,45.32790
74.000,45.32790
75.000,45.32790
76.000,45.32790
77.000,45.32790
78.000,45.32790
79.000,45.32790
80.000,45.32790
81.000,45.32790
82.000,45.32790
83.000,45.32790
84.000,45.32790
85.000,45.32790
86.000,45.32790
87.000,45.32790
88.000,45.32790
89.000,45.32790
90.000,45.32790
91.000,45.32790
92.000,45.32790
93.000,45.32790
94.000,45.32790
95.000,45.32790
96.000,45.32790
97.000,45.32790
98.000,45.32790
99.000,45.32790
100.000,45.32790
101.000,45.32790
102.000,45.32790
103.000,45.32790
104.000,45.32790
105.000,45.32790
106.000,45.32790
107.000,45.32790
108.000,45.32790
109.000,45.32790
110.000,45.32790
111.000,45.32790
112.000,45.32790
113.000,45.32790
114.000,45.32790
115.000,45.32790
116.000,45.32790
117.000,45.32790
118.000,45.32790
119.000,45.32790
120.000,45.32790
121.000,45.32790
122.000,45.32790
123.000,45.32790
124.000,45.32790
125.000,45.32790
126.000,45.32790
127.000,45.32790
128.000,45.32790
129.000,45.32790
130.000,45.32790
131.000,45.32790
132.000,45.32790
133.000,45.32790
134.000,45.32790
135.000,45.32790
136.000,45.32790
137.000,45.32790
138.000,45.32790
139.000,45.32790
140.000,45.32790
141.000,45.32790
142.000,45.32790
143.000,45.32790
144.000,45.32790
145.000,44.85657
146.000,43.60833
147.000,42.37130
148.000,41.14538
149.000,39.93047
150.000,38.72647
151.000,37.53329
152.000,36.35083
153.000,35.17899
154.000,34.01767
155.000,32.86678
156.000,31.72623
157.000,30.59593
158.000,29.47578
159.000,28.36569
160.000,27.26557
161.000,26.17533
162.000,25.09488
163.000,24.02414
164.000,22.96302
165.000,21.91143
166.000,20.86928
167.000,19.83650
168.000,18.81299
169.000,17.79867
170.000,16.79347
171.000,15.79729
172.000,14.81006
173.000,13.83170
174.000,12.86213
175.000,11.90126
176.000,10.94903
177.000,10.00535
178.000,9.07015
179.000,8.14334
180.000,7.22486
181.000,6.31463
182.000,5.41258
183.000,4.51863
184.000,3.63270
185.000,2.75474
186.000,1.88466
187.000,1.02240
188.000,0.16788
189.000,-0.67896
190.000,-1.51820
191.000,-2.34990
192.000,-3.17413
193.000,-3.99095
194.000,-4.80044
195.000,-5.60266
196.000,-6.39767
197.000,-7.18554
198.000,-7.96633
199.000,-8.74011
200.000,-9.50694
201.000,-10.26688
202.000,-11.02000
203.000,-11.76635
204.000,-12.50600
205.000,-13.23901
